/datasets/cold/0001-36.41-37.35-jpg, 37.35
/datasets/cold/0002-37.35-37.18-jpg, 37.18
/datasets/cold/0003-37.03-37.74-jpg, 37.74
/datasets/cold/0004-36.97-37.50-jpg, 37.50
/datasets/cold/0005-36.67-37.33-jpg, 37.33
/datasets/cold/0006-37.39-36.61-jpg, 36.61
/datasets/cold/0007-36.59-37.66-jpg, 37.66
/datasets/cold/0008-36.78-36.63-jpg, 36.63
/datasets/cold/0009-37.36-37.80-jpg, 37.80
/datasets/cold/0010-36.67-37.27-jpg, 37.27
/datasets/cold/0011-37.76-36.80-jpg, 36.80
/datasets/cold/0012-37.25-36.41-jpg, 36.41
/datasets/cold/0013-37.71-36.55-jpg, 36.55
/datasets/cold/0014-37.01-37.37-jpg, 37.37
/datasets/cold/0015-36.73-37.16-jpg, 37.16
/datasets/cold/0016-37.35-37.77-jpg, 37.77
/datasets/cold/0017-37.07-37.10-jpg, 37.10
/datasets/cold/0018-36.44-36.80-jpg, 36.80
/datasets/cold/0019-37.18-36.72-jpg, 36.72
/datasets/cold/0020-36.63-37.47-jpg, 37.47
/datasets/cold/0021-36.78-37.47-jpg, 37.47
/datasets/cold/0022-37.71-36.64-jpg, 36.64
/datasets/cold/0023-36.83-36.55-jpg, 36.55
/datasets/cold/0024-37.79-37.42-jpg, 37.42
/datasets/cold/0025-37.75-36.88-jpg, 36.88
/datasets/cold/0026-37.02-36.53-jpg, 36.53
/datasets/cold/0027-37.50-37.64-jpg, 37.64
/datasets/cold/0028-37.64-37.15-jpg, 37.15
/datasets/cold/0029-37.63-37.68-jpg, 37.68
/datasets/cold/0030-36.55-37.25-jpg, 37.25
/datasets/cold/0031-37.57-37.21-jpg, 37.21
/datasets/cold/0032-37.48-37.18-jpg, 37.18
/datasets/cold/0033-37.09-37.08-jpg, 37.08
/datasets/cold/0034-37.18-37.32-jpg, 37.32
/datasets/cold/0035-37.26-37.41-jpg, 37.41
/datasets/cold/0036-36.71-36.64-jpg, 36.64
/datasets/cold/0037-36.80-37.41-jpg, 37.41
/datasets/cold/0038-37.35-36.65-jpg, 36.65
/datasets/cold/0039-36.91-37.20-jpg, 37.20
/datasets/cold/0040-37.10-37.71-jpg, 37.71
/datasets/cold/0041-36.86-37.08-jpg, 37.08
/datasets/cold/0042-36.76-36.67-jpg, 36.67
/datasets/cold/0043-36.98-36.48-jpg, 36.48
/datasets/cold/0044-36.51-36.60-jpg, 36.60
/datasets/cold/0045-36.60-36.77-jpg, 36.77
/datasets/cold/0046-36.65-36.44-jpg, 36.44
/datasets/cold/0047-37.02-36.88-jpg, 36.88
/datasets/cold/0048-36.68-36.75-jpg, 36.75
/datasets/cold/0049-37.03-36.87-jpg, 36.87
/datasets/cold/0050-36.70-37.14-jpg, 37.14
/datasets/cold/0051-36.90-37.08-jpg, 37.08
/datasets/cold/0052-36.46-36.74-jpg, 36.74
/datasets/cold/0053-36.46-36.68-jpg, 36.68
/datasets/cold/0054-36.44-36.52-jpg, 36.52
/datasets/cold/0055-36.65-36.86-jpg, 36.86
/datasets/cold/0056-37.42-37.37-jpg, 37.37
/datasets/cold/0057-36.50-36.92-jpg, 36.92
/datasets/cold/0058-37.76-37.23-jpg, 37.23
/datasets/cold/0059-36.63-37.44-jpg, 37.44
/datasets/cold/0060-36.61-37.65-jpg, 37.65
/datasets/cold/0061-37.01-37.69-jpg, 37.69
/datasets/cold/0062-36.64-36.83-jpg, 36.83
/datasets/cold/0063-37.20-37.63-jpg, 37.63
/datasets/cold/0064-37.32-37.37-jpg, 37.37
/datasets/cold/0065-36.96-37.65-jpg, 37.65
/datasets/cold/0066-36.97-36.50-jpg, 36.50
/datasets/cold/0067-37.23-37.55-jpg, 37.55
/datasets/cold/0068-37.04-37.36-jpg, 37.36
/datasets/cold/0069-37.40-36.69-jpg, 36.69
/datasets/cold/0070-37.67-36.87-jpg, 36.87
/datasets/cold/0071-36.47-37.19-jpg, 37.19
/datasets/cold/0072-37.63-37.02-jpg, 37.02
/datasets/cold/0073-37.49-36.96-jpg, 36.96
/datasets/cold/0074-37.06-36.40-jpg, 36.40
/datasets/cold/0075-36.73-36.92-jpg, 36.92
/datasets/cold/0076-37.78-36.59-jpg, 36.59
/datasets/cold/0077-36.75-36.42-jpg, 36.42
/datasets/cold/0078-36.53-37.11-jpg, 37.11
/datasets/cold/0079-37.56-37.00-jpg, 37.00
/datasets/cold/0080-37.38-37.21-jpg, 37.21
/datasets/cold/0081-37.51-36.80-jpg, 36.80
/datasets/cold/0082-37.23-37.35-jpg, 37.35
/datasets/cold/0083-36.48-37.74-jpg, 37.74
/datasets/cold/0084-36.48-37.38-jpg, 37.38
/datasets/cold/0085-36.56-36.91-jpg, 36.91
/datasets/cold/0086-37.31-37.54-jpg, 37.54
/datasets/cold/0087-36.93-37.22-jpg, 37.22
/datasets/cold/0088-37.69-36.47-jpg, 36.47
/datasets/cold/0089-37.00-37.55-jpg, 37.55
/datasets/cold/0090-36.56-36.44-jpg, 36.44
/datasets/cold/0091-36.84-36.41-jpg, 36.41
/datasets/cold/0092-37.19-36.71-jpg, 36.71
/datasets/cold/0093-37.12-37.04-jpg, 37.04
/datasets/cold/0094-37.74-36.76-jpg, 36.76
/datasets/cold/0095-37.63-36.65-jpg, 36.65
/datasets/cold/0096-37.32-36.76-jpg, 36.76
/datasets/cold/0097-37.33-37.22-jpg, 37.22
/datasets/cold/0098-37.76-36.67-jpg, 36.67
/datasets/cold/0099-37.24-36.68-jpg, 36.68
/datasets/cold/0100-37.19-37.07-jpg, 37.07
/datasets/cold/0101-36.94-37.52-jpg, 37.52
/datasets/cold/0102-36.51-36.44-jpg, 36.44
/datasets/cold/0103-36.55-37.48-jpg, 37.48
/datasets/cold/0104-36.93-37.23-jpg, 37.23
/datasets/cold/0105-37.15-37.40-jpg, 37.40
/datasets/cold/0106-37.49-37.61-jpg, 37.61
/datasets/cold/0107-37.15-37.49-jpg, 37.49
/datasets/cold/0108-36.83-37.69-jpg, 37.69
/datasets/cold/0109-37.43-37.54-jpg, 37.54
/datasets/cold/0110-36.87-37.44-jpg, 37.44
/datasets/cold/0111-36.40-37.56-jpg, 37.56
/datasets/cold/0112-36.45-37.18-jpg, 37.18
/datasets/cold/0113-37.06-36.73-jpg, 36.73
/datasets/cold/0114-36.50-36.44-jpg, 36.44
/datasets/cold/0115-37.31-36.44-jpg, 36.44
/datasets/cold/0116-37.45-37.42-jpg, 37.42
/datasets/cold/0117-36.57-37.13-jpg, 37.13
/datasets/cold/0118-37.55-36.72-jpg, 36.72
/datasets/cold/0119-37.61-37.62-jpg, 37.62
/datasets/cold/0120-37.13-37.39-jpg, 37.39
/datasets/cold/0121-36.74-37.37-jpg, 37.37
/datasets/cold/0122-37.57-37.34-jpg, 37.34
/datasets/cold/0123-36.57-37.36-jpg, 37.36
/datasets/cold/0124-36.41-37.59-jpg, 37.59
/datasets/cold/0125-37.53-36.45-jpg, 36.45
/datasets/cold/0126-37.61-37.34-jpg, 37.34
/datasets/cold/0127-37.25-37.07-jpg, 37.07
/datasets/cold/0128-36.50-37.23-jpg, 37.23
